personId,name,birthYear,deathYear
1204338,Rob Meltzer,,
67316,Masayuki Ochiai,,
31011,Andrea Occhipinti,1957,
2647,Robert Ellenstein,1923,2010
113935,Harvey Jason,1940,
38127,Erland Josephson,1923,2012
16412,William Conrad,1920,1994
17874,Fred Thompson,1942,
44533,Ludwig Trepte,1988,
137029,Ren Osugi,1951,
124546,John Wesley Shipp,1955,
11917,Margaretha Krook,1925,2001
13854,Harry Myers,1882,1938
174241,Terrence Currier,1934,
1125,Ewen Bremner,1972,
39036,Vladek Sheybal,1923,1992
1365,Lawrence Makoare,1968,
5079,Gilbert Melki,1958,
35658,Juanita Moore,1922,
159720,Matt Nolan,1970,
1186080,Matthew C. Martino,1992,
99496,Raymond De Felitta,1964,
77802,Omarion,1984,
150633,Lillian Randolph,1898,1980
93379,Skyler Shaye,1986,
64471,Chad Faust,1980,
61263,Skyler Gisondo,1996,
84776,Jaume García Arija,1970,
116661,Frank Darien,1876,1955
7353,Angélica Aragón,1953,
131413,Mike Gunther,,
115786,Eric Edwards,1966,
10679,Carey Lowell,1961,
176543,Ken Murray,1903,1988
232,Kyle Schmid,1984,
47368,Barry Watson,1974,
80204,Amy Linker,1966,
215830,Cameron Finley,1987,
7868,Maury Chaykin,1949,2010
99583,Michael Warren,1946,
71791,Billy Joel,1949,
41406,Stuart Margolin,1940,
84886,Garance Le Guillermic,1997,
591764,Chris Edgerly,1969,
1979,Kevin Spacey,1959,
128628,Scottie Thompson,1981,
65498,Mona McKinnon,1929,1990
449538,Adele,1988,
22099,Jean Del Val,1891,1975
8894,Jeff Conaway,1950,2011
27590,Chris Spencer,1968,
104791,Cathy Lee Crosby,1944,
20388,KaDee Strickland,1975,
135843,Ann Staunton,1920,1994
87335,Fernanda Torres,1965,
27740,Walton Goggins,1971,
129551,Molly Picon,1898,1992
52479,Eli Craig,1972,
45152,Olivier Gourmet,1963,
53807,Armie Hammer,1986,
59231,Joel David Moore,1977,
117504,Yun Jin-Seo,1983,
33713,Jordan Lund,1957,
15788,Nigel Hawthorne,1929,2001
147532,Flip van der Kuil,,
52043,Stuart Pankin,1946,
198,Dan Castellaneta,1957,
81125,Denis Ménochet,1976,
44807,James Signorelli,,
61544,David Lovgren,1969,
71507,Marc-André Grondin,1984,
13856,Hank Mann,1887,1971
131,Jake Gyllenhaal,1980,
5962,Yvonne Furneaux,1928,
82420,Koen De Bouw,1964,
57329,Phil Harris,1904,1995
62817,Treach,1970,
43292,Steve Byers,1976,
1709,Jack Davenport,1973,
102222,Carmen Machi,1963,
187,Tensai Okamura,,
89827,Raphaël Coleman,1994,
115975,James Colby,1961,
11482,Tony Darrow,1938,
141521,Walter Sparrow,1927,2000
37412,Peer Augustinski,1940,
157015,Michael McGrady,1960,
2206,Samantha Morton,1977,
65007,Vanessa Paradis,1972,
400821,Kamar de los Reyes,1967,
61985,Olivier Baroux,1964,
140177,Titos Vandis,1917,2003
2109,Kim Cattrall,1956,
78018,Allan Corduner,1950,
11370,Elton John,1947,
70633,Amanda Redman,1957,
67850,Riley Smith,1978,
17200,Bill Smitrovich,1947,
67893,Larry B. Scott,1961,
37403,Stelio Savante,1970,
127247,Luis Dubó,1964,
5659,Seu Jorge,1970,
5537,Sophie Winkleman,1980,
53904,Johan Leysen,1950,
112645,Marci T. House,1972,
150792,Etienne Chicot,1949,
16501,Milo Ventimiglia,1977,
76021,Griff Furst,1981,
41218,Edward Albert,1951,2006
52302,Richard Biggs,1960,2004
71781,Ben Wright,1915,1989
133302,Golden Brooks,1970,
31921,Sophie Ward,1964,
15765,John Colicos,1928,2000
86110,Glen Campbell,1936,
47590,Holly Aird,1969,
119230,Del Close,1934,1999
1947,Stanley Adams,1915,1977
1115118,Tom Quinn,1934,2014
105831,Toni Trucks,1980,
11586,Maurice Schutz,1866,1955
11804,Duane Whitaker,1959,
16307,Maura Tierney,1965,
65236,Bill Goldberg,1966,
216454,Kiyoyuki Yanada,1965,
5938,Geraint Wyn Davies,1957,
49168,Noémie Lvovsky,1964,
9915,Guy Hamilton,1922,
52995,Edward Herrmann,1943,
10410,Danny Lloyd,1973,
33321,Sam J. Jones,1954,
5737,Raymond Bailey,1904,1980
47644,Frances Barber,1958,
64224,Cyril O'Reilly,1958,
15918,Ivano Marescotti,1946,
49961,Michelle Trachtenberg,1985,
95518,Jeffrey Tedmori,1993,
1215797,Erinn Hayes,1976,
55102,Ivan de Almeida,1938,
87131,Lenny Clarke,1953,
63175,André Bonzel,,
65561,Kevin Pardue,1975,
15441,Mili Avital,1972,
41284,Lelia Goldoni,1936,
1257565,Alison Wright,1976,
35586,Irina Demick,1936,2004
136796,Kryštof Hádek,1982,
1039527,Tyler Gillett,,
20746,Justin Chambers,1970,
165898,Dick Tufeld,1926,2012
23964,Gary Ross,1956,
69378,Sang-kyung Kim,1972,
3370,Edward Fielding,1875,1945
87178,Michael O. Sajbel,,
13578,Dana Andrews,1909,1992
61779,Erika Heynatz,1976,
8891,John Travolta,1954,
3950,Len Wiseman,1973,
179371,Rhoda Williams,1930,2006
93650,Guillermo Francella,1955,
50269,John H. Kafka,1902,1974
7467,David Fincher,1962,
20906,Peter Michael Goetz,1941,
112894,Anna Skellern,1985,
30204,Sammy Stein,1905,1966
2698,Norman Lloyd,1914,
62646,Marc John Jefferies,1990,
3075,Rory McCann,1969,
1045176,Gabriela Cowperthwaite,,
17413,Julio Oscar Mechoso,1955,
70110,Alan Yuen,,
15212,Art Metrano,1936,
19403,Conrad Janis,1928,
53,Peter Stormare,1953,
984422,Richard Reid,1984,
74427,John Hensley,1977,
13301,Quincy Jones,1933,
13015,Phillip Noyce,1950,
89065,Douglas Wilmer,1920,
51873,Maggie Lawson,1980,
96623,Richard Dawson,1932,2012
66548,Paul Weiland,1953,
224190,Paul Iacono,1988,
77122,María Valverde,1987,
48514,Eric Judor,,
47931,Tasha de Vasconcelos,1966,
31005,Noble Willingham,1931,2004
132776,Sansei Shiomi,1951,
112158,Chris Makepeace,1964,
16349,Robin Renucci,1956,
18356,Stephen Herek,1958,
75696,Melissa De Sousa,1967,
64856,Michael Jai White,1967,
33386,Danny Arroyo,1979,
24685,James Farentino,1938,2012
70172,Valerie Curtin,1945,
10790,Sam Wood,1883,1949
72540,Takeshi Katô,1929,
53918,Salli Richardson-Whitfield,1967,
22109,Peter Firth,1953,
74151,Jason Spevack,1997,
205394,Amber Mead,1973,
72208,Alicia Keys,1980,
12500,Patricia Hitchcock,1928,
30615,Robert Doqui,1934,2008
90719,Desi Lydic,1981,
8769,Christo Jivkov,1975,
92317,Spike Brandt,,
114366,Checco Zalone,1977,
1734,Annette O'Toole,1952,
110914,Mandy-Rae Cruikshank,1974,
4432,Frances Conroy,1953,
70225,John Nolan,1938,
122231,Katherine Moennig,1977,
121677,Eric Ericson,1974,
207558,Aidan Turner,1983,
54732,Pamella D'Pella,1967,
9313,Lisa Boyle,1964,
74193,Sam Lee,1975,
155783,Shari Headley,1964,
37470,Adrienne King,1960,
82191,Sharlto Copley,1973,
115768,Howard K. Smith,1914,2002
65395,James Madio,1975,
102441,Dick Miller,1928,
51391,Frankie Muniz,1985,
10695,Izabella Scorupco,1970,
61030,Danuel Pipoly,1978,
105940,Michael Hui,1942,
10929,Ruta Lee,1936,
29471,Richard Franklin,1948,2007
55189,Bruce McDonald,1959,
65562,Andy Griffith,1926,2012
21010,Alexandra Hay,1947,1993
18662,Erin Daniels,1972,
146287,Pio Marmai,1984,
887,Owen Wilson,1968,
142636,Josh Holloway,1969,
10112,Yoo Ji-Tae,1976,
11188,Suzy Delair,1917,
41549,Andrew Fleming,1965,
1037633,Jamie Wild,1975,
582831,Michael Graziadei ,1979,
9443,Helmut Bakaitis,1944,
145257,Jean Vander Pyl,1919,1999
167640,Mayim Bialik,1975,
146629,Mouss Diouf,1964,2012
96023,Caroline D'Amore,1984,
486603,Anna Hutchison,1986,
21009,Isabel Sanford,1917,2004
33277,Isabel Jewell,1907,1972
74750,Georges St. Pierre,1981,
56435,Stephen T. Kay,,
309,Pedro Almodóvar,1949,
8630,Erich von Stroheim,1885,1957
85178,Christa Campbell,1972,
145143,Aneurin Barnard,1987,
1064313,Jeffrey Bowyer-Chapman,1984,
171719,Vincent Curatola,1953,
144009,Josh Radnor,1974,
12763,Joseph Fiennes,1970,
1704,Gore Verbinski,1964,
30560,Patrick Wayne,1939,
12133,Laurie Metcalf,1955,
54041,Paul Hipp,1963,
1213344,Jana Marie Hupp,1964,
7706,Roxane Mesquida,1981,
173995,Drew Powell,1976,
28239,David Twohy,1955,
20657,Cristian Mungiu,1968,
165867,Kid Rock,1971,
8192,Joe Spano,1946,
5077,Valeria Bruni Tedeschi,1964,
32033,Krista Sutton,1970,
19889,Bob Dishy,1934,
5266,Rüdiger Vogler,1942,
17442,Kelli Garner,1984,
6280,Powers Boothe,1948,
933002,Amara Miller,2000,
77351,Oleg Taktarov,1967,
61830,Sylva Kelegian,1962,
34376,Nobuo Kaneko,1923,1995
23646,Jeremy London,1972,
33923,Mel Blanc,1908,1989
177299,Christopher Bello,1971,
1084905,Keishi Ohtomo,,
20212,Dermot Mulroney,1963,
1217505,Gary Morgan,1950,
1106959,Rachel Reynolds,1982,
9827,Rose Byrne,1979,
83141,Paul Wesley,1982,
25154,Arletty,1898,1992
1222175,Becki Newton,1978,
58529,Marvin Chatinover,1927,
28781,Christian Clavier,1952,
1221838,Paul Carafotes,1963,
11008,Rebecca Romijn,1972,
149468,Ryan Bittle,1976,
588643,Laurie Searle,1976,
17764,Charles S. Dutton,1951,
103087,Maidie Norman,1912,1998
84219,Chaske Spencer,1975,
80742,Martin Mull,1943,
10256,David Bennent,1966,
58619,Cindy Cheung,1970,
116088,Logan Miller,1992,
4940,Trevor Morgan,1986,
11024,Kelly Hu,1968,
35800,Jianna Ballard,1993,
30555,Antonio Moreno,1887,1987
16672,Ate de Jong,,
222470,Todd Strauss-Schulson,1980,
53105,Arjun Mathur,1981,
117505,Park Ki-Woong,1985,
16137,Kenji Kamiyama,1966,
30228,Cecil Kellaway,1893,1973
70577,Ghassan Massoud,1958,
195274,Pippa Haywood,1961,
111780,Amy Birnbaum,1975,
261224,Brian Desmond Hurst,,
30163,Michael Mark,1886,1975
240243,Merila Zarei,1974,
30719,Akim Tamiroff,1899,1972
21909,Ekin Cheng,1967,
1862,Willi Thomczyk,1953,
69033,Vivian Wu,1966,
11806,Julia Sweeney,1959,
58511,Brian George,1952,
2344,Günther Maria Halmer,1943,
8568,Daniel Filho,,
549310,Justin Kurzel,,
76788,Dev Patel,1990,
21819,Lewis Teague,1938,
93407,Aleksei Kravchenko,1969,
94893,Victor Millan,1920,
56542,Addison Timlin,1991,
32479,Bonnie Bartlett,1929,
53863,Simon Helberg,1980,
19000,Wayne Kramer,,
11809,Rupert Wainwright,1963,
86203,Bart Freundlich,1970,
10672,Art Malik,1952,
91260,Russ Conway,1913,2009
1231717,Marc Maron,1963,
27846,John Herzfeld,,
58112,Richard Speight Jr.,1970,
57278,Kate Beahan,1974,
17774,Clare Kramer,1974,
85340,Eric Lartigau,,
30686,J. Carrol Naish,1896,1973
19934,Catherine Jacob,1956,
12657,Jean Marsh,1934,
4590,Russ Meyer,1922,2004
943559,Billy Hughes,1948,2005
26095,John Patrick Shanley,1950,
328692,Daniel Cohen,,
92733,Adam Elliot,1972,
88948,Steve Vinovich,1945,
7039,Bruce Ramsay,1966,
126363,Martin Jarvis,1941,
2932,O.P. Heggie,1877,1936
19227,Brad Beyer,1973,
2954,Jeffrey Wright,1965,
83966,Pascale Arbillot,1970,
7571,Blair Brown,1946,
78140,Daniel Manche,1993,
210355,Brea Grant,1981,
13644,Tony Longo,1961,
54198,Morgan Kelly,1976,
19858,Zoe Weizenbaum,1991,
62020,Jack Sholder,1945,
50095,Jason Ritter,1980,
85456,Mahesh Manjrekar,1953,
74907,Fabián Bielinsky,1959,2006
60286,Ralph Garman,1964,
108216,Siddharth,1979,
6542,Isaac Hayes,1942,2008
24358,Lori Alan,1966,
13871,Lou Antonio,1934,
574658,Jelena Gavrilović,1983,
24758,Nicolas Silberg,1944,
548666,Jang Cheol-Soo,,
19587,Rumi Hiiragi,1987,
86442,Michael J. Reynolds,1939,
9192,Togo Igawa,1946,
84613,Madeline Zima,1985,
78283,Nauheed Cyrusi,1982,
55117,Matthew Bright,1982,
51582,Ned Vaughn,1964,
6169,Vivien Cardone,1993,
2208,Kathryn Morris,1969,
23958,Jeremy Sisto,1974,
543568,Kim Jee-woon,1964,
63107,Corri English,1978,
945734,Michael C. Maronna,1977,
14821,Fernando Rey,1917,1994
8319,Nick Brimble,1944,
1350,Irène Jacob,1966,
17094,Federico Luppi,1936,
80206,Richard Deacon,1921,1984
32030,Guinevere Turner,1968,
102657,Jonas Talkington,1976,
232959,Baran bo Odar,,
1116873,Robert Faltisco,1964,
6725,Russ Tamblyn,1934,
37246,Axel Stein,1982,
34891,Mike Johnson,,
123532,Rick Gomez,1972,
120700,Louis Mercier,1901,1993
64198,Thom Mathews,1958,
76225,David Reivers,1958,
58868,Troy Miller,,
6939,Edward Bunker,1933,2005
141526,Sierra McCormick,1997,
67767,Hal Needham,1931,
21134,John Slattery,1962,
8975,Sam Waterston,1940,
19304,John Schlesinger,1926,2003
6577,James Whitmore,1921,2009
81821,Sandrine Kiberlain,1968,
8261,Willie Nelson,1933,
3337,Vince Edwards,1928,1996
18288,Terrence Howard,1969,
17883,David O. Russell,1958,
205204,Jean-Luc Bilodeau,1990,
65856,Eric Leighton,1962,
98103,Richard Ayoade,1977,
76150,Tom Malone,1947,
50971,Arthur Hunnicutt,1910,1979
123209,Geoffrey Bayldon,1924,
43170,Thomas Huber,1963,
11831,Mary Black,1935,
45337,Sam Phillips,1962,
142312,Jennifer Yuh,,
41565,Nate Torrence,1977,
6938,Randy Brooks,1950,
2640,Jessie Royce Landis,1904,1972
1068,Wendie Jo Sperber,1958,2005
152741,Linda Gray,1940,
109255,Leonard Maltin,1950,
555254,Yoshifumi Kondô,,
28846,Alexander Skarsgård,1976,
64,Gary Oldman,1958,
1036826,Matt McTighe,1979,
33485,Ron Underwood,1953,
5342,Mike Nichols,1931,
41220,James Coco,1930,1987
45407,Mark Duplass,1976,
36819,Hayley Mills,1946,
14302,Naunton Wayne,1901,1970
70277,Margit Carlqvist,1932,
143315,Trey Stokes,,
56728,Tim Herlihy,1966,
57270,Robert Schwentke,,
115730,Patrick John Flueger,1983,
56935,Ken Webster,1957,
2130,Cary Elwes,1962,
67714,Ramzy Bedia,,
4174,Claire Forlani,1972,
21399,Ron Silver,1946,2009
28078,Aleksandr Kaydanovskiy,1946,1995
35781,Hema Malini,1948,
58514,Jim Sonzero,,
3131,Antonio Banderas,1960,
94791,Jake McDorman,1986,
64721,Kevin Spirtas,1962,
14416,Robert Hays,1947,
1193446,Anthony Leonardi III,,
148498,Aleksander Nordaas,,
40212,Dave Willock,1909,1990
13259,James Daly,1918,1978
112300,Tom Hodges,1965,
80928,Ann Reinking,1949,
31078,Tatsuya Fujiwara,1982,
33092,Eleanor Summerfield,1921,2001
9841,Greta Schröder,1891,1967
177475,Matt Besser,1967,
152682,Buddy Lester,1917,2002
2679,David Hackl,1973,
35350,Marc Singer,1948,
99885,Kathleen Lloyd,1948,
34202,Matt Lanter,1983,
25401,Josefine Preuß,1986,
2319,Maria de Medeiros,1965,
66577,Danielle Cormack,1970,
16939,Michael Tolkin,1950,
11673,J.J. Cohen,1965,
12677,Matthew Robbins,,
5049,John Hurt,1940,
1222431,Kim Kap-soo,1957,
58828,Liz Callaway,1961,
9997,Scott Thomson,1957,
8876,Randal Kleiser,1946,
130957,Abhinav Kashyap,,
76967,Caroline Proust,1967,
135030,Ayumu Saitô,1964,
222249,Poldo Bendandi,1920,
15035,Kaitlin Cullum,1986,
10983,Richard Griffiths,1947,2013
10409,Shelley Duvall,1949,
55899,Rhys Wakefield,1988,
166298,Whit Hertford,1978,
57455,Eihi Shiina,1976,
30365,Michael Caton-Jones,1957,
6269,Elena Uhlig,1975,
11492,Clark Gable,1901,1960
168320,Louis Giambalvo,1945,
87822,Damon Wayans Jr.,1982,
5877,Vincenzo Natali,,
20055,Renée Asherson,1915,
11840,Patrick Troughton,1920,1987
39516,Nick Cave,1957,
246,Gary Lockwood,1937,
41644,Assi Dayan,1945,
14324,Joss Ackland,1928,
177100,Vincent Castellanos,1962,
55499,Scott Derrickson,,
21678,Olivier Assayas,1955,
18687,William McNamara,1965,
84425,Eric Toledano,,
21858,Krista Allen,1971,
1172541,Jessica Joy Wise,,
14791,James Nolan,1915,1985
83467,William A. Graham,,
13555,George Bancroft,1882,1956
13614,Deborah Kaplan,,
8040,Victor Navone,1970,
12409,Wolfman Jack,1939,1995
74122,Joel Gordon,1975,
53010,John McIntire,1907,1991
29051,L. Scott Caldwell,1950,
543140,Yasmin Lee,1983,
10978,Maggie Smith,1934,
73043,Maddie Blaustein,1960,
44738,Kristina Krepela,1979,
55958,Kim Myers,1966,
27888,Raúl Juliá,1940,1994
52783,Rachel Bilson,1981,
4975,Ellen Geer,1941,
218366,Rowan Witt,1988,
64066,Philip Bolden,1995,
95788,Susan Anspach,1942,
13565,Steve McQueen,1930,1980
91382,John Huddles,,
2167,Mercedes Ruehl,1948,
91461,Michelle Hurd,1966,
963134,Raymond Ochoa,2001,
4973,Cyril Cusack,1910,1993
35595,Scott Foley,1972,
23967,Mary Ellen Trainor,1950,
20157,Pearl Bailey,1918,1990
97912,Duane Jones,1936,1988
1896,Don Cheadle,1964,
52934,Nicholas Stoller,1976,
22123,Jordana Brewster,1980,
100945,James Millican,1910,1955
22122,Meagan Good,1981,
62443,Dany Verissimo-Petit,1982,
21526,Rod Lurie,1962,
589098,Ashley Hinshaw,1988,
131186,Tetsuya Nakashima,,
739,Alison Doody,1966,
31387,Yorick van Wageningen,1964,
5168,Gabriel Byrne,1950,
22810,Andy Nyman,1966,
58039,Bonnie Burroughs,1961,
50967,Doug McClure,1935,1995
151433,Joe Urla,1958,
133196,Sharon Osbourne,1952,
75463,Michael Hitchcock,1958,
1121,Benicio del Toro,1967,
41125,Eric Allan Kramer,1962,
21660,Rafi Gavron,1989,
3028,Bruce A. Evans,1946,
215395,Aidan Drummond,1995,
21544,Richard C. Sarafian,1930,
1152083,Sabrina Carpenter,1999,
96349,Molly C. Quinn,1993,
1048670,Lauren-Marie Taylor,1961,
50571,Fess Parker,1924,2010
58650,Raymond Cruz,1961,
130816,Jesse Peretz,1968,
53669,Hans Howes,1943,
57119,Sinbad,1956,
33315,Richard Loncraine,1946,
14151,Leopoldo Trieste,1917,2003
91643,Katie Jarvis,1991,
39104,Abel Ferrara,1951,
8903,Dody Goodman,1914,2008
7634,Pamela Sue Martin,1953,
537,Stephen Tobolowsky,1951,
47772,Jorge Porcel,1936,2006
86664,Evgeni Leonov,1926,1994
16832,Tony Hawk,1968,
65125,Rebekah Chaney,1977,
35776,Rani Mukerji,1978,
1290,Jordan Fry,1993,
31960,Zlatko Buric,1953,
58036,Kirk Wong,,
35554,Steven Anthony Lawrence,1990,
6120,Bodil Jørgensen,1961,
1372,Karl Urban,1972,
122154,Robert Ito,1931,
429728,Quinn Shephard,1995,
65505,Arthur Hill,1922,2006
586,Sean Young,1959,
747,Alex Hyde-White,1959,
58312,Angie Everhart,1969,
89569,Teda Bracci,1946,
27568,Jennifer Rhodes,1947,
970088,Benjamin Millepied,1977,
92416,Alexandra Rapaport,1971,
131521,Spencer Susser,,
19394,Idina Menzel,1971,
1137903,Sam Taylor-Johnson,,
59206,Becky Ann Baker,1953,
146399,Irina Apeksimova,1966,
974738,Reiko Takashima,1964,
53676,Atul Kulkarni,1965,
238445,Jim Kohlberg ,,
19868,Paterson Joseph,1964,
21213,Kavan Smith,1970,
106979,Anthony Harrison,1961,
120832,Kasia Smutniak,1979,
1810,Heath Ledger,1979,2008
236195,Elena Kong,1971,
2970,Jocelyn Quivrin,1979,2009
124992,Qin Hailu,1978,
955809, Fred 'Snowflake' Toones,1906,1962
2124,Iman,1955,
65164,Master P,1967,
51663,Sean Gunn,1974,
62042,Carole Davis,1958,
6131,Michael Moritzen,1954,
19183,Cliff Gorman,1936,2002
84336,Kimberly Caldwell,1982,
2283,Stanley Tucci,1960,
2267,Michael Bates,1920,1978
7909,Steve Susskind,1942,2005
21876,Yvette Mimieux,1942,
69360,Jennifer Abbott,,
9206,Neve Campbell,1973,
91241,Nick Dimitri,1932,
17276,Gerard Butler,1969,
103330,Navid Negahban,1968,
236851,Callan McAuliffe,1995,
56677,Whitney Able,1982,
124972,Alexis Texas,1986,
8796,Ulrich Matthes,1959,
3478,Pat Coombs,1926,2002
388114,Austin St. John,1975,
15186,Bill Hickman,1921,1986
196179,Stephen Henderson,1949,
8946,Maria Aitken,1945,
983625,Bobby Shore,,
131081,Kazuyoshi Katayama,,
52785,Cindy Sampson,1978,
92568,Sam Rubin,1960,
66542,Brian Patrick Clarke,1952,
7668,Hume Cronyn,1911,2003
12826,Charles Fleischer,1950,
64103,Emily Booth,1976,
77496,Vince Colosimo,1966,
1107486,Liana Mendoza,1984,
210271,Taylor Kinney,1981,
104635,Natalie Brown,1973,
9807,Rene Auberjonois,1940,
62593,Katie Lohmann,1980,
21045,Maggie Q,1979,
76864,Luis Estrada,,
2565,Yves Montand,1921,1991
46066,Yiğit Özşener,1972,
32021,Karl Michael Vogler,1928,
69225,Q'orianka Kilcher,1990,
418,Robert Patrick,1958,
131579,Ulf Johanson,1922,1990
1211,Larry Miller,1953,
33322,Melody Anderson,1955,
32554,Wolfgang Büttner,1912,1990
31024,Betty Thomas,1948,
583040,Mason Cook,2000,
111515,Kevin 'Kimbo Slice' Ferguson,1974,
49863,Jean-François Gallotte,1953,
101575,David Hess,1936,2011
148747,Jang Hoon,1975,
10814,Wesley Snipes,1962,
18466,Giovanna Zacarías,1976,
43786,Robert Mandel,,
11839,Harvey Stephens,1970,
104385,David Haskell,1948,2000
12155,Kenneth MacKenna,1899,1962
17841,Mizuo Peck,1977,
563193,Matt Watts,1975,
5825,David Tomlinson,1917,2000
59611,Pascal Laugier,,
66257,Owen Kline,1991,
95076,Krist Novoselic,1965,
122726,Hikaru Midorikawa,1968,
84490,David Kaye,1964,
44384,Bernd Michael Lade,1964,
1098,Mark Helfrich,,
866,Russ Brown,1892,1964
47874,Richard Wilson,1936,
44831,Carrie Snodgress,1945,2004
64213,Brett Delbuono,1992,
1139058,Simon Klose,1975,
119884,Gretchen Palmer,1961,
93430,Nicole Calfan,1947,
974912,Julieta Rosen,1962,
14409,David Schwimmer,1966,
14698,Penelope Ann Miller,1964,
164945,Sarah Shahi,1980,
21686,Byeon Hie-bong ,1942,
54810,Reece Ritchie,1986,
14816,Tony Beckley,1927,1980
21179,John Benjamin Hickey,1963,
120432,Kankurô Kudô,1970,
550135,Björn Bjelfvenstam,1929,
70238,Chris Williams,1967,
1190224,Savely Kramarov,1934,1995
68287,Callum Blue,1977,
20387,Clea DuVall,1977,
30847,Steven Geray,1904,1973
58268,Stefan Fjeldmark,,
82956,Darcy DeMoss,1963,
83860,Aldis Hodge,1986,
15374,Leon Rippy,1949,
13275,Tadanobu Asano,1973,
28186,Agathe Natanson,1946,
225976,Dan Scanlon,,
55643,Prunella Scales,1932,
88229,Stoya,1986,
96473,Shugo Oshinari,1981,
5646,Justus von Dohnányi,1960,
61371,Todd Edwards,1971,
12466,Roy Cheung,1964,
98804,Ronnie Gene Blevins,1977,
1254627,Lindsay Michelle Nader,1984,
19857,Kaori Momoi,1952,
90461,Leni Parker,1966,
1859,Christiane Paul,1974,
2477,Stephen Billington,1969,
3070,Chris Haywood,1948,
31073,Kenta Fukasaku,,
141,David Carradine,1936,2009
55152,Campbell Scott,1961,
40451,Akio Ôtsuka,1959,
13976,Charles Waldron,1874,1964
1169263,Maria Ketikidou,1966,
6241,Ernst Marischka,1893,1963
40175,Polly Bergen,1930,
84885,Mona Achache,,
61185,Jackie Burroughs,1939,2010
58159,Rintaro,1941,
20193,Mark Neveldine,1973,
707,Dan Aykroyd,1952,
68574,Brad Copeland,,
86691,Mikhail Pugovkin,1923,2008
624,Yoshiko Sakakibara,1956,
5202,Kostja Ullmann,1984,
52936,Kaitlin Doubleday,1984,
16217,Lynn Whitfield,1953,
70945,Yu Wang,1944,
1076083,Katarzyna Bargiełowska,1962,
16028,William Marshall,1924,2003
32043,François Perrot,1924,
12470,Paulyn Sun,1974,
35382,Matthias Brandt,1961,
12252,Peter Williams,1957,
22353,John De Bello,,
36804,Peter Chelsom,1956,
2266,Stephi Lineburg,1982,
1178346,Hénia Suchar,1932,2010
63916,Rodney Eastman,1967,
82785,Emily Osment,1992,
23910,Tom Adams,1938,
14504,John Dall,1918,1971
36797,Robert Luketic,1973,
20759,Yancy Butler,1970,
625,Iemasa Kayumi,1932,
44042,Felton Perry,1945,
118408,Mikijiro Hira,1933,
7301,Anthony Perkins,1932,1992
3007,Hans Heinrich von Twardowski,1898,1958
109652,Marguerite Wheatley,1981,
21028,Anton Yelchin,1989,
104997,Marlo Thomas,1937,
477,Julie Walters,1950,
77,Rudolf Klein-Rogge,1888,1955
18251,Fannie Flagg,1944,
95475,Jason George,1972,
12795,Nikolaj Coster-Waldau,1970,
1223986,Sarah Danielle Madison,1974,
27858,Adam Trese,1969,
56195,Ole Christian Madsen,1966,
78855,Julie Mitchum,1914,2003
50837,Francis X. Bushman,1883,1966
8874,Ernie Hudson,1945,
1215451,Carson Kressley,1969,
4753,Brian Bloom,1970,
228274,Evan Glodell,,
78118,Vadim Perelman,,
13643,Nigel John Taylor,1960,
96595,Grant Shaud,1961,
1000391,Ibrahim Ferrer,1927,2005
27614,Régis Wargnier,1948,
746,Alexei Sayle,1952,
71797,Alex Gibney,1953,
3800,Jerry Hall,1956,
28033,Arthur J. Nascarella,1944,
70337,Lee Eun-ju,1980,2005
91609,Joe Rogan,1967,
19426,Jackie Coogan,1914,1984
16433,James Gammon,1940,2010
68430,Tia Texada,1971,
112824,Aisling Loftus,1990,
4819,Paolo Bonacelli,1939,
17039,Nick Offerman,1970,
15992,William Schallert,1922,
91663,Gerald Sim,1925,
47177,Jørgen Langhelle,1965,
17449,Bob Stephenson,1967,
32385,Irene Cara,1959,
56059,Patrick Read Johnson,1962,
51976,D.J. Cotrona,1980,
20982,Marton Csokas,1966,
62019,Clu Gulager,1928,
115787,Danny John-Jules,1960,
85825,Leighton Meester,1986,
51455,Johnny Lewis,1983,2012
543366,Dinara Drukarova,1976,
10403,Shelley Berman,1925,
1248,Brian Cox,1946,
37696,Colin Lawrence,1970,
954,Marisa Paredes,1946,
41253,David Knell,1961,
30303,Bruce Bennett,1906,2007
35053,Duong Don,1957,
15775,Kevin Lima,,
9290,Henry Rollins,1961,
84338,Clint Carleton,1975,
19537,Megan Fox,1986,
42802,Salman Khan,1965,
8688,Diego Luna,1979,
111809,Jazz Mann,1974,
22082,Lacey Chabert,1982,
94818,Jamie Lynn Spears,1991,
17010,Tobi Baumann,,
66838,Florence Thomassin,1966,
147537,Tim Haars,1981,
16119,Charles Napier,1936,2011
18386,Amy Stock-Poynton,1958,
83810,Vic Morrow,1929,1982
58012,David La Haye,1966,
225363,Daniel Burnley,1956,
47297,James Marsters,1962,
117522,Gil McKinney,1979,
18277,Sandra Bullock,1964,
18688,Harry Connick Jr.,1967,
5274,Patrick Bauchau,1938,
9049,Victor Fleming,1889,1949
1296075,WooSeon Seon,1975,
3632,Richard Brooks,1912,1992
119864,Judith Malina,1926,
240725,Blake Michael,1996,
84457,Marisol Nichols,1973,
235432,Kimo Stamboel,,
19392,Jesse L. Martin,1969,
67761,Ruth Nelson,1905,1992
12260,Ron Eldard,1965,
81282,Frances Gifford,1919,1994
225148,Brett Simmons,1982,
120048,Joe Gray,1912,1971
