personId,name,birthYear,deathYear
111699,Lance Daly,,
77863,Toni Myers,,
7489,Parker Posey,1968,
65719,Erik MacArthur,1976,
41746,Serge Houde,1953,
75129,Damian Walshe-Howling,1971,
113928,Michael Trevino,1985,
71536,Matthew Wood,1972,
80261,Robin Hardy,1929,
145821,Matthias Hoene,,
935094,Delphine Coulin,,
68934,Carlos Montalbán,1903,1991
24799,Philippe Ogouz,1939,
77993,Parry Shen,1973,
30196,Stanley Blystone,1894,1956
84421,Lyle Kanouse,1952,
13316,Ben Guillory,1949,
54479,Bailee Madison,1999,
26066,Joe Flanigan,1967,
57357,Ted Ross,1934,2002
2106,Walt Disney,1901,1966
15684,Paul Schneider,1976,
38719,Ottfried Fischer,1953,
117697,Claud Allister,1888,1970
12210,Jacek Koman,1956,
83721,Scott Cohen,1961,
59941,Bobby Fite,1968,
71997,Serge Moati,1946,
696,David Yip,1951,
102984,Tom Araya,1961,
86034,Julianne Nicholson,1971,
137903,Brian Smith,,
553173,Noriko Kijima,1988,
84079,Kirk Geiger,1969,
98450,Paul Birch,1912,1969
205,Kirsten Dunst,1982,
34920,Curt Geda,,
61777,Andy Whitfield,1971,2011
942019,Brooke Harman,1985,
94622,Brian Baumgartner,1972,
6672,Barbara Rudnik,1958,2009
16312,Sieghardt Rupp,1931,
51993,Anjul Nigam,1965,
8239,Bernard Miles,1907,1991
78577,Graham Norton,1963,
6497,Naseeruddin Shah,1950,
79024,Beth Littleford,1968,
24893,Franck Dubosc,1963,
2831,Jerzy Trela,1942,
42157,Ed Begley Jr.,1949,
62065,Bree Turner,1977,
10600,Deryck Guyler,1914,1999
80969,Genelle Williams,1984,
30720,Suzanne Flon,1918,2005
2340,Barbara Auer,1959,
55471,Samuel Barnett,1980,
5588,Alicia Silverstone,1976,
10557,Paul Simon,1941,
26714,John R. Leonetti,1956,
70706,Vivian Hsu,1975,
85759,Maria Canals-Barrera,1966,
19137,Lou Ferrigno,1951,
52528,Paulo Morelli,,
174661,Robin Ignico,1970,
156927,Hayden Tank,1992,
40202,Robert Preston,1918,1987
33285,Brandy Norwood,1979,
58374,James Kirk,1986,
86169,François Giroday,1952,
18834,Giuseppe Colizzi,,1978
11718,Anne Haney,1934,
85484,Matthew Del Negro,1972,
57125,Greg Marcks,1976,
84996,Yoo Hae-jin,1970,
127907,Elena Satine,1987,
64201,Renée Jones,1958,
98904,Rickey Smiley,1975,
3243,Robert Armstrong,1890,1973
87003,Curtis Armstrong,1953,
8212,Peter Gallagher,1955,
5684,Rossella Falk,1926,2013
33323,John Osborne,1929,1994
53926,Jon Heder,1977,
86371,Napoleon Whiting,1910,1984
74947,Kitty Zhang Yuqi,1986,
942993,Darrell Waltrip,1947,
33182,Jay Laga'aia,1963,
939135,Park Hyo-Joo,1982,
83588,Robert Allan Ackerman,,
65568,James Sikking,1934,
7060,Martin Freeman,1971,
26929,Crystle Lightning,1981,
182204,Robert Floyd,1967,
12499,Robert Walker,1918,1951
24516,Daniel Baldwin,1960,
66962,Jenny Bicks,1963,
36816,David Sparrow,1962,
83985,Scott Wiper,1970,
1219029,Paul F. Tompkins,1968,
4989,Masaya Kato,1963,
62452,Ludovic Berthillot,1969,
28273,Friederike Kempter,1979,
107722,Grigoriy Dobrygin,1986,
26890,Jacques Marin,1919,2001
4097,Hope Holiday,1938,
12903,Sarah Freeman,1986,
6548,Isabelle Renauld,1966,
2639,Eva Marie Saint,1924,
80205,Danny Corkill,1974,
153783,Richard Ian Cox,1973,
16544,Ted Kotcheff,1931,
96439,Nanette Burstein,1970,
5041,Ivan Triesault,1898,1980
5571,Giulio Battiferri,1893,1973
143059,Patrick Hughes,,
6856,Kurt Russell,1951,
88077,Alex Zamm,,
42309,Tibor Takács,1954,
7179,Willie Hall,1950,
81926,Esha Deol,1981,
1063128,Ethan Juan,1982,
9097,Gibson Gowland,1877,1951
14425,Mike Donlin,1878,1933
113001,Rebekah Brandes,1985,
3798,Pat Hingle,1924,2009
19195,Alex Frost,1987,
86695,Vladimir Etush,1922,
1834,Shirley Henderson,1965,
130938,Sergey Bodrov,1948,
70083,Antonella Attili,1963,
21142,Gregory Itzin,1948,
63547,Claudette Mink,1971,
155,Lucas Black,1982,
56551,Ashley Laurence,1966,
15309,Lori Petty,1963,
49491,Jeff Burrell,1968,
162605,Kathy Kinney,1954,
16311,José Calvo,1916,1980
1209,Elinor Donahue,1937,
1654,Claire Maurier,1929,
49748,Eric Prat,1956,
17844,Elke Sommer,1940,
78076,Wayne Allwine,1947,2009
39251,Dominique Horwitz,1957,
57412,Moisés Arias,1994,
21931,Chris Nahon,1968,
52971,John Abraham,1972,
104394,Cara Lott,1961,
14889,Connor Price,1994,
2291,Paul McGuigan,1963,
686,Willard Huyck,1945,
14893,Linda Kash,1967,
15048,Robby Benson,1956,
2585,Eric Clapton,1945,
2192,Lambert Wilson,1958,
4390,Ludivine Sagnier,1979,
121588,Eric Lavaine,,
127380,Michael Chang,1972,
32823,Gedeon Burkhard,1969,
57127,Blake Heron,1982,
2040,Christopher Eccleston,1964,
83261,Michael Pollan,1955,
9070,Jack Haley,1898,1979
6082,Sebastian Urzendowsky,1985,
1144404,Sunny Luk Kim-Ching,,
27448,Rocky Carroll,1963,
29541,Sybil Danning,1947,
84061,Daniel Barnz,,
566944,Robert Clarke,1970,
141446,Kim Smith,1983,
7393,Cyril Ritchard,1897,1977
16441,Tristán Ulloa,1970,
19901,Clive Russell,1945,
69011,Irene Miracle,1954,
15036,Jonathan Feyer,1986,
11805,Frank Whaley,1963,
85171,Ellen Dow,1913,
99764,Jamie Martz,1978,
54376,Henri Génès,1919,2005
86678,Svetlana Starikova,1944,
80109,Marla Sokoloff,1980,
57646,Henry Selick,1952,
32112,Charles Millot,1921,
16203,John Dukakis,1958,
128712,Laurent Bouhnik,1961,
20626,Joseph Maher,1933,1998
2042,Stephen Hopkins,,
55494,Devon Gearhart,1995,
27108,Sonsee Neu,1973,
75038,Roger Craig Smith,1975,
61546,Ian Robison,1965,
35475,Sean S. Cunningham,1941,
154705,Chris Butler,,
66201,Ralph Strait,1936,1992
36212,Alexandre Rignault,1901,1985
60227,Greg Cipes,1980,
74409,Eric Winter,1976,
52889,Johnny Vegas,1971,
7675,Paul Gleason,1939,2006
111923,Karan Brar,1999,
10859,Ryan Reynolds,1976,
44860,Franco Citti,1935,
94108,Dennis Iliadis,,
1221007,Su Elliott,1950,
85760,Jean Howell,1927,1996
1069,George DiCenzo,1940,2010
104779,Nas,1973,
1284099,Gillian Robespierre,,
82163,Christopher Jordan Wallace,1996,
49450,Sergio Corbucci,1926,1990
11849,Rohini Hattangadi,1955,
12211,Garry McDonald,1948,
1193605,Keegan Allen,1989,
5298,Victor Colicchio,1953,
197537,Jeremy Applegate,1965,2000
1033293,Karolyn Grimes,1940,
18737,Mercedes McCambridge,1916,2004
146752,Darron Meyer,1977,
10822,Stephen Dorff,1973,
89091,Onslow Stevens,1902,1977
56861,Tony Leung Ka-Fai,1958,
80575,Patrick Adiarte,1942,
38477,Andreas Borcherding,1957,
73513,Peter Boyden,1945,
18023,Robert Carlyle,1961,
76532,Jed Whedon,1975,
129663,Hank Garrett,1931,
52909,Masato Harada,1949,
1224425,Rob Thomas,1965,
2926,Elsa Lanchester,1902,1986
5589,John Glover,1944,
2960,Amr Waked,1973,
53861,Susan Seidelman,1952,
1974,Jean-Michel Dupuis,1955,
154702,Jason Matthew Smith,1972,
4304,John Russell,1921,1991
37618,Andrew Dominik,,
174838,Gloria Allred,1941,
74618,Katrina Bowden,1988,
7136,William James Myers,1937,
550085,Jeb Stuart Adams,1961,
33935,Eythor Gudjonsson,1968,
77263,Mitch Morris,1979,
2368,Elya Baskin,1950,
143073,Doug Benson,1964,
30236,Cliff Edwards,1895,1971
17161,Ann Firbank,1933,
19020,Walter Huston,1884,1950
1329572,Brandon Cyrus,1995,
72024,Malcolm D. Lee,1970,
61528,Tom Tate,1979,
29645,John Dierkes,1905,1975
73952,Cheryl Tiegs,1947,
5916,Rosario Dawson,1979,
1024391,Yun Jong-bin,1979,
121353,Vicki Schreck,1961,
56182,Kim Miyori,1951,
15693,John Crawford,1920,2010
1284,Noah Taylor,1969,
67604,Ted Berman,1919,2001
19541,Mark Ryan,1956,
1162,Robert Loggia,1930,
77119,Angelo Spizzirri,1979,2007
145382,Baek Seung-hwan,1998,
26937,Ulrich Beiger,1918,1996
56930,David Selby,1941,
111467,April Stewart,1968,
103501,Robert Emmett Keane,1883,1981
1756,Stephen Collins,1947,
159879,Joseph Lyle Taylor,1964,
72201,Chiling Lin,1974,
26458,Kevin Williamson,1965,
66070,Dave Matthews,1967,
1159002,Tom Jackson,1951,
69416,Bradley Raymond,,
591834,Lauren Lapkus,1985,
2749,James Dean,1931,1955
120025,Giacomo Poretti,1956,
17628,Mary Elizabeth Winstead,1984,
20287,Laird Macintosh,1962,
1216147,Anthony Hemingway,,
9839,Max Schreck,1879,1936
10542,Richard Garrick,1878,1962
82799,Lucy Gallardo,1929,2012
52602,Rob Morrow,1962,
25877,Roger R. Cross,1969,
119759,Brandy Ledford,1969,
9562,Marlon Wayans,1972,
7867,Charles Rocket,1949,2005
30241,Helen Mack,1913,1986
63584,Francis Ng,1961,
5377,Ato Essandoh,1972,
174514,Annie Mumolo,1973,
91639,Gia Scala,1934,1972
142276,Ariel Schulman,,
94350,Chris Sadrinna,1975,
63936,Dayle Haddon,1949,
11169,Charles Coburn,1877,1961
40543,John Ortiz,1968,
10925,Torin Thatcher,1905,1981
20425,Donald Sumpter,1943,
16450,Sean Combs,1969,
20125,Clifton Webb,1889,1966
24499,Valentina Cortese,1923,
932523,Gaspard Proust,1975,
1963,Danièle Thompson,1942,
23776,Matt King,1968,
72689,Victoria Silvstedt,1974,
44955,Lamberto Bava,1944,
583061,Michael Kopsa,1956,
82836,Herbert Heyes,1889,1958
25136,Ken Stott,1957,
6,Anthony Daniels,1946,
219708,Audrey Fleurot,1977,
984,Nicholas Rowe,1966,
206517,Asher Book,1988,
7037,Jean-Hugues Anglade,1955,
11616,Olivia Williams,1968,
10875,Françoise Yip,1972,
55925,Chantal Banlier,1945,
15008,Ann Miller,1923,2004
82220,Danielle von Zerneck,1966,
12962,Jon Turteltaub,1963,
9046,Chazz Palminteri,1952,
18686,Holly Hunter,1958,
27725,Jane Kaczmarek,1955,
113655,Sandra Gould,1916,1999
938881,Baron Hill,1953,
31168,Kiele Sanchez,1977,
61542,Nate Dushku,1977,
59070,Morwenna Banks,1964,
74566,Yves Simoneau,1955,
167220,Camille LaChe Smith,1993,
25409,Elyas M’Barek,1982,
82405,Jane Powell,1929,
5140,Wes Craven,1939,
89208,Edward Underdown,1908,1989
15175,William Friedkin,1935,
3126,Ione Skye,1970,
74709,Peter Haber,1952,
212952,Alex Arsenault,1985,
20332,Kaoru Kobayashi,1951,
83937,Sakiko Tamagawa,1962,
2260,Steven Zaillian,1953,
69948,William Bowers,1916,1987
111801,Eoin Macken,1983,
59410,Bob Odenkirk,1962,
99854,John LaMotta,1939,
71490,Yannick Rénier,1975,
1199049,Anthony Silverston,,
87569,Tia Mowry,1978,
55464,Kelly Blatz,1987,
130,Kenny Baker,1934,
164343,Kristin Griffith,1953,
131013,Haruko Sugimura,1909,1997
12270,Michel Serrault,1928,2007
43996,Jean-Baptiste Maunier,1990,
15851,Amy Brenneman,1964,
47478,Gwen Watford,1927,1994
12490,Lally Cadeau,1948,
32082,Andrzej Żuławski,1940,
160082,Justin Lazard,1967,
5353,Michael J. Burg,1968,
33665,Cindy Crawford,1966,
15218,James Gunn,1970,
138130,Peeter Jakobi,1940,
47698,Denis Lawson,1947,
12671,Faye Wong,1969,
87562,Demian Slade,1972,
376896,Marcos Prado,,
140335,Kim Yoo-jung,1999,
34257,Anthony Stewart Head,1954,
145612,Guy Moshe,,
71267,Kirk De Micco,,
93214,Steven Quale,,
17380,Jay Chou,1979,
2219,Tobey Maguire,1975,
1884,Steven Soderbergh,1963,
14593,Ingeborga Dapkunaite,1963,
57675,Daryl Sabara,1992,
13243,Glenn Shadix,1952,2010
2433,Miriam Hopkins,1902,1972
29601,Halliwell Hobbes,1877,1962
41230,John Astin,1930,
80386,Zoya Akhtar,,
14920,Kathryn McGuire,1903,1978
12501,Marion Lorne,1883,1968
63914,Tuesday Knight,1969,
105491,Judith Barker,1943,
84835,Shoshana Bush,1988,
5946,Philip Akin,1950,
63864,Amy Lalonde,1975,
17836,Kim Raver,1969,
52939,Max Kasch,1985,
46366,Shusuke Kaneko,1955,
96029,Deja Kreutzberg,1982,
15628,Paul Carr,1934,2006
824,Ethan Suplee,1976,
123820,Kim Sang-ho,1970,
170921,Baxter Harris,1940,
42081,George Butler,,
3300,Natalia Tena,1984,
59023,Stewart Raffill,1942,
56226,Florence Foresti,1973,
44686,Henry Darrow,1933,
35086,Sajid Nadiadwala,,
173263,Jill Whelan,1966,
12502,Jonathan Hale,1891,1966
43661,Takeshi Kaneshiro,1973,
59031,Didier Bourdon,1959,
159396,Stephanie Courtney,1970,
29463,Michael Sinelnikoff,1928,
974432,William James Jones,1975,
152970,Nicholas Kadi,1952,
135604,Kathrine Windfeld,,
58913,Beans El-Balawi,1997,
6937,Lawrence Tierney,1919,2002
61153,Wings Hauser,1947,
59789,Pamela Gidley,1965,
30553,Henry Brandon,1912,1990
13726,Ned Beatty,1937,
18056,Kōji Yakusho,1956,
35263,Hans-Michael Rehberg,1938,
79473,Beatrice Arthur,1922,2009
2225,Todd Holland,1961,
20581,Jack Betts,1937,
70746,Ed Flanders,1934,1995
2841,Alison Folland,1978,
83110,Downtown Julie Brown,1963,
1257563,Annet Mahendru,1989,
32897,Nicholas Turturro,1962,
40403,Dyan Cannon,1937,
181878,Chris Engen,1979,
28641,Terence Stamp,1938,
66896,Raven-Symoné,1985,
18979,Christina Applegate,1971,
155209,Matthew Morrison,1978,
2094,Peter Lorre,1904,1964
10828,Guillermo del Toro,1964,
12000,Harcourt Williams,1880,1957
44646,Alessio Boni,1966,
94220,Àlex Pastor,1981,
17356,Garrick Hagon,1939,
65420,Louis Morneau,,
62067,Carlos Ponce,1972,
1071606,Pierre de Ladonchamps,1978,
7333,Darren McGavin,1922,2006
1082,Nina Petri,1963,
83861,Brendan Miller,1985,
19775,James Lance,1975,
5620,Kevin Farley,1965,
57995,Matt Bushell,1974,
42174,Kay Lenz,1953,
86267,Ana Gasteyer,1967,
2558,Cesare Danova,1926,1992
15811,John Musker,1953,
1134004,Marion Chabassol,1992,
120725,Yu Rong-Guang,1958,
30706,Lionel Jeffries,1926,2010
46946,Joseph Bologna,1934,
76961,Demián Bichir,1963,
15905,Robyn Lively,1972,
42745,Steve Antin,1958,
67813,Baltasar Kormákur,1966,
40036,Taraji P. Henson,1970,
54795,Troy Duffy,1971,
47175,Per Christian Ellefsen,1954,
14721,Kevin Dunn,1956,
56263,Mary Lambert,1951,
36586,Paulina Gaitan,1992,
274868,Rusty Stevens,1948,
1030490,Veronika Ozerova,1995,
63677,Maddy Curley,1981,
11427,Bill Roberts,,
89841,Kay Medford,1914,1980
1072882,Mindy Robinson,1980,
61964,Estelle Harris,1932,
20819,Peter Dante,1968,
2880,Emilio Estevez,1962,
11717,Mara Wilson,1987,
1233481,Vijay Amritraj,1953,
19737,Brad Savage,1965,
12817,Graham McGrath,1971,
14534,Rosenda Monteros,1935,
17401,Stephen Root,1951,
2983,Mark Strong,1963,
9067,Frank Morgan,1890,1949
146957,Kalki Koechlin,1983,
11180,David Bradley,1942,
141823,Tisha Campbell-Martin,1968,
1011158,Florent-Emilio Siri,1965,
53768,Anita Pallenberg,1944,
13079,Gavin Hood,1963,
49958,Rosemary Forsyth,1943,
18574,Budd Boetticher,1916,2001
145627,Timothy Linh Bui,1970,
83393,Kay Thompson,1909,1998
118484,Richard O'Brien,1917,1983
119521,Conor O'Farrell,1956,
1137,Juliette Binoche,1964,
111370,Kong Kuwata,1961,
61111,Tara Subkoff,1972,
80651,Kim Sang-Jin,1967,
145540,Benny Ciaramello,1981,
154955,Danielle Savre,1988,
88622,B. J. Ward,1944,
16846,Harland Williams,1962,
35705,Regina Hall,1970,
74073,Rosalind Chao,1957,
120722,Steven Sims,1983,
61183,Ryan Devlin,1980,
84740,Iain Morris,,
18050,Elle Fanning,1998,
46989,Rolf Peter Kahl,1970,
71727,Betty White,1922,
25658,Chris Larkin,1967,
998517,Eva Padberg,1980,
186371,James Tucker,,
106678,Lloyd Battista,1937,
49766,Kirsten Block,1959,
19037,David L. Cunningham,1971,
128484,François Guérin,1927,2003
14565,Wayne Morris,1914,1959
74158,Katherine Parkinson,1978,
240735,Antonio Negret,1982,
68307,Luke Mably,1976,
68111,Tetsu Sawaki,1982,
7865,Michael Brandt,1968,
34040,Anna Henkel,1953,1998
34320,Paul Harvey,1882,1955
81905,William Cort,1936,1993
95521,Lindsey Kraft,1980,
10990,Emma Watson,1990,
913196,Kim Hyeon-soo,2000,
33046,Anna Hagan,1939,
3902,Sara Stewart,1966,
141675,Jason Winer,,
90694,Gillo Pontecorvo,1919,2006
569,Ethan Hawke,1970,
34395,Kevin Chamberlin,1963,
15340,Nicholas Bell,1958,
35883,Sylvie Joly,1934,
152548,Tyler Coppin,1956,
30614,Ryan Gosling,1980,
65727,Sam Jaeger,1977,
21365,Courtney Chase,1988,
26849,Daniel Myrick,1962,
6600,Peter Bull,1912,1984
44850,Fern Persons,1910,2012
638,Michael Mann,1943,
66762,Charlie Yeung,1974,
15387,Wilfrid Hyde-White,1903,1991
225082,Marcelo Adnet,1981,
81248,Alex Lifeson,1953,
63446,Kim Jeong-tae,1972,
229263,Benoît Jacquot,1947,
99846,Sho Kosugi,1948,
206900,Frank De Julio,1986,
5587,Hank Azaria,1964,
58957,Crista Flanagan,1976,
30044,Bo Svenson,1941,
24048,Jeffrey Nordling,1962,
19360,Léa Drucker,1972,
79641,Irene Handl,1901,1987
550014,Benkt-Åke Benktsson,1907,1957
25616,Édgar Ramírez,1977,
144812,Pascale Pouzadoux,,
17770,Kevin Tighe,1944,
67970,Milly Carlucci,1954,
85450,Mithun Chakraborty,1947,
101522,Walter Perez,1982,
19303,Kevin Smith,1970,
110316,Judy Kuhn,1958,
9640,Haley Joel Osment,1988,
54855,Joseph Pilato,1949,
221116,India Eisley,1993,
16181,Haviland Morris,1959,
55964,Christine Harnos,1968,
64064,Aleisha Allen,1991,
66190,Tony Bancroft,,
5367,Zach Braff,1975,
71676,Mary-Margaret Humes,1954,
74300,Bill Kroyer,,
69748,Tristine Skyler,1971,
14566,Alexander Mackendrick,1912,1993
55463,Jessica Stroup,1986,
80924,Björn Stein,1970,
143235,Vanessa Aspillaga,1972,
106868,Robert Towers,1952,
205114,Aaron Perilo,1981,
5832,Reginald Owen,1887,1972
13869,Morgan Woodward,1925,
65101,Michael Learned,1939,
81941,Mary Forbes,1879,1974
62548,Casey Biggs,1955,
3674,Helen Haye,1874,1957
98251,Sebastián Silva,1979,
74636,Trish Van Devere,1943,
7132,Vincent D'Onofrio,1959,
37014,Lauren German,1978,
137831,Luana Patten,1938,1996
213371,Taraneh Alidoosti,1984,
1218154,John Lloyd Young,1975,
1951,Elisabeth Shue,1963,
1188567,Morgan Turner,1999,
229962,Mike Thurmeier,,
25882,Brad Turner,,
55914,Claudio Bisio,1957,
109153,François Alaux,,
31898,Luciano Salce,1922,1989
11161,Tom Savini,1946,
24535,David Marshall Grant,1955,
8297,Roger Avary,1965,
1098477,Callan Brunker,,
90638,Phil Weinstein,,
203511,Daniel Cosgrove,1970,
36068,Bianca Lawson,1979,
83453,Victor French,1934,1989
110875,Gareth David-Lloyd,1981,
37368,Annie Ross,1930,
2388,Jonathan Frakes,1952,
540281,Wendy Williams,1964,
14276,Gian Maria Volonté,1933,1994
1052211,Mark Steger,1962,
57756,Gene Simmons,1949,
3757,Gottfried John,1942,
84399,Jim Nabors,1930,
9296,Balthazar Getty,1975,
64346,Cody Arens,1993,
97166,John Moffatt,1922,
125565,Asher Keddie,1974,
69301,Hal Scardino,1984,
16523,Burgess Meredith,1907,1997
57415,César Barrón,1968,
5251,Jack Warden,1920,2006
52868,Shane Baumel,1997,
62747,Chad Michael Murray,1981,
14531,Rico Alaniz,1919,
84400,John Byner,1938,
6860,Jimmy Bennett,1996,
74428,Tim McGraw,1967,
45101,Harrison Page,1941,
14787,Mae Mercer,1932,2008
16531,George O'Hanlon,1912,1989
112692,Robert Maillet,1969,
100552,Mary Woronov,1943,
36425,McG,1968,
15852,Ashley Judd,1968,
20163,Richard Libertini,1933,
160042,Bob Costas,1952,
23855,Kasha Kropinski,1991,
33527,Adam Beach,1972,
58723,Gilles Marini,1976,
1214403,Maulik Pancholy,1974,
6086,Devid Striesow,1973,
41258,Jennifer Salt,1944,
585668,Sonia Rolland,1981,
114,Orlando Bloom,1977,
17697,John Krasinski,1979,
56386,Graeme Malcolm,1951,
95517,Justina Machado,1972,
74541,Corey Stoll,1976,
585672,Pierre Derenne,1989,
71375,Alden Ehrenreich,1989,
9032,Bryan Singer,1965,
23721,Dieter Laser,1942,
953035,Logan McElroy,1990,
88123,Brenda Song,1988,
63550,Tom McLoughlin,,
81963,Jonah Markowitz,,
37769,Tanit Phoenix,1980,
63174,Rémy Belvaux,1966,
7071,Louise Fletcher,1934,
467645,Boyd Holbrook,1981,
544797,Chin Siu-Ho,1963,
84518,Jacob Davich,1990,
15620,Alfred Ryder,1916,1995
52003,Kathleen Chalfant,1945,
28745,Deborra-Lee Furness,1955,
55398,Ashley Jensen,1969,
54733,Greg Mottola,1964,
55002,Björn Granath,1946,
16752,David Harewood,1965,
3895,Michael Caine,1933,
30211,Edward Arnold,1890,1956
247,William Sylvester,1922,1995
8167,Paul Walker,1973,2013
21132,Abraham Benrubi,1969,
20644,Aasif Mandvi,1966,
113223,Linda Lavin,1937,
112253,Leonard Frey,1938,1988
17289,Rodrigo Santoro,1975,
58727,Jamie Renée Smith,1987,
16848,Rob Zombie,1965,
53218,Chen Kuo-Fu,,
38389,Didier Pain,1947,
25544,James Pickens Jr.,1954,
32863,Günther Kaufmann,1947,2012
57088,Sanoe Lake,1979,
105638,Billie Mae Richards,1921,2010
9907,Honor Blackman,1925,
54498,Brenden Richard Jefferson,1986,
49265,Lindsay Lohan,1986,
89040,Ed Nelson,1928,
101012,Lisa LoCicero,1970,
44554,Alain Berbérian,,
19092,Stéphane Audran,1932,
1173006,Heather Mazur,1976,
1107435,Mark Christopher Covino,,
2133,Dina Meyer,1968,
1336,Jet Li,1963,
4093,Ray Walston,1914,2001
35319,Sylvia Kristel,1952,2012
81097,Shawn Roberts,1984,
566275,Aram Rappaport,,
58005,Bharat Nalluri,,
10647,Klaus Maria Brandauer,1944,
123659,Candy Lo,1974,
111685,Kim Shaw,1983,
65019,Lane Smith,1936,2005
71548,Peter Sollett,,
81501,Edward G. Robinson Jr.,1933,1974
26850,Eduardo Sánchez,1968,
11663,Patrick Fugit,1982,
61117,Todd Farmer,1968,
47712,Mark Heap,1957,
117523,Emi Ikehata,1978,
11389,John Lone,1952,
77278,Denzel Whitaker,1990,
126478,Kim Hye-ja,1941,
1165,Paul Shenar,1936,1989
368,Reese Witherspoon,1976,
105049,James Patterson,1932,1972
168897,Lacey Beeman,1900,
61704,Al Leong,1952,
1088,Ludger Pistor,1959,
16147,Joe Romersa,1956,
7164,Frank Vincent,1939,
935753,Dale Case,,
136495,Damien Chazelle,1985,
1371240,Milena Arango,1980,
21525,Blanche Baker,1956,
4119,John Qualen,1899,1987
7167,Don Rickles,1926,
21658,Ryōko Hirosue,1980,
16298,Kenneth Utt,1921,1994
99689,Deng Chao,1979,
1230381,Sean Murray,1977,
2370,Volker Prechtel,1941,1997
59293,Archie Kao,1973,
53200,Marcus Johns,1993,
69127,Michael Irvin,1966,
89659,Katherine Warren,1905,1965
42123,Assumpta Serna,1957,
81598,Reece Dinsdale,1959,
14736,Albert Paulsen,1925,2004
1201,Garry Marshall,1934,
53118,Lindsay Maxwell,1981,
7672,Reginald VelJohnson,1952,
102858,Jane Merrow,1941,
13680,Marc Caro,1956,
938634,Erden Alkan,1941,
71779,Betty Lou Gerson,1914,1999
7722,Edward Neumeier,,
80365,Paul Rhys,1963,
143210,Noel Gallagher,1967,
37035,Christian Tramitz,1955,
70937,Tony Aboyantz,,
5688,Guido Alberti,1909,1996
105813,Christopher Hewett,1922,2001
71447,Candace Hutson,1981,
189026,Magda Apanowicz,1985,
12099,Raman Hui,,
137179,Sandi Sissel,1949,
53923,Aunjanue Ellis,1969,
1243,Woody Allen,1935,
24627,Oliver Cotton,1944,
15201,Gillian Hills,1946,
8852,Michele Lamar Richards,1954,
32225,Lindsay Crouse,1948,
12881,Gary Goldman,1944,
74924,Mabrouk El Mechri,,
90657,David Mallet,,
58593,Kou Shibasaki,1981,
33938,Jan Vlasák,1943,
133800,Helene Udy,1962,
208225,Ashley Rickards,1992,
1030252,Álex González,1980,
135824,Ted Hecht,1908,1969
89613,Larry Fine,1902,1975
238401,Axelle Laffont,1970,
134712,Seth Smith,1982,
57609,Yuen Wah,1950,
64344,Billy Gardell,1969,
61527,Owain Yeoman,1978,
68653,Claire Du Brey,1892,1993
2712,Michael Biehn,1956,
142589,Rob Dyrdek,1974,
170970,Rex Everhart,1920,2000
6217,Anupam Kher,1955,
42707,Jessica Steen,1965,
213144,Madeleine West,1979,
27261,Olivia Burnette,1977,
37758,Eric Cantona,1966,
2341,Richy Müller,1955,
3481,Yohana Cobo,1985,
14545,Sully Boyar,1923,2001
87725,Gösta Bredefeldt,1935,2010
20386,Jason Behr,1973,
3392,Michael Douglas,1944,
1317693,Eugenie Bondurant,1961,
17812,Gregory Hoblit,1944,
265513,Gary Chalk,1952,
62590,Jack Riley,1935,
46085,Luis Mandoki,,
29802,Marty Feldman,1933,1982
6664,Anders Ek,1916,1979
12645,Jeffrey DeMunn,1947,
102934,Wally George,1931,2003
170977,Stephen Mailer,1966,
103804,Vaughn Armstrong,1950,
378552,Cristiana Réali,1965,
109640,Doug Atchison,,
45611,Pat McCormick,1927,2005
68993,Godfrey Reggio,1940,
62522,Christopher Jacot,1979,
239019,Kit Harington,1986,
8787,Gila Almagor,1939,
170152,Gigi Rice,1965,
59074,John Cater,1932,2009
77547,Brady Bluhm,1983,
937271,Silje Reinamo,1982,
62897,Carl Bessai,,
52801,Patrick Fischler,1969,
11951,August Zirner,1956,
24502,Jules Sitruk,1990,
100267,Fred J. Lincoln,1938,
59240,Michelle Harrison,1975,
92754,Marty Lindsey,1970,
58141,"Donovan Leitch, Jr.",1968,
1173431,Thomas Scharff,1970,
205954,Tony Yalda,1981,
38581,Rachael Leigh Cook,1979,
23750,Johannes Silberschneider,1958,
21703,Peri Gilpin,1961,
16373,Max Baldry,1996,
34543,Summer Phoenix,1978,
138009,Rick Malambri,1982,
4888,Lily Rabe,1982,
90474,Jeff Carlson,1953,
1041418,Jonathan Sobol,,
26157,Harold Pinter,1930,2008
978081,Harry Gilliam,1988,
18972,Danny Masterson,1976,
39,Sam Mendes,1965,
100586,Jon Foo,1982,
40634,Florian Panzner,1976,
86498,Gabriel Iglesias,1976,
92589,Dwayne Adway,1969,
38486,Michael Brandner,1951,
17490,"Isiah Whitlock, Jr.",1954,
83413,Norman Tokar,1919,1979
76462,Richard Schenkman,1958,
9609,Aleksandr Antonov,1898,1962
8516,John Carradine,1906,1988
966742,Joleigh Fioravanti,1981,
182280,Daniel Eric Gold,1975,
19606,Jean Negulesco,1900,1993
304983,Drew Seeley,1982,
89109,Hayley Kiyoko,1991,
99536,Malisa Longo,1950,
41949,Serge Nubret,1938,2011
66670,Chief Dan George,1899,1981
2227,Nicole Kidman,1967,
3897,Katie Holmes,1978,
54014,David Hayman,1948,
6735,Luenell,1959,
79037,Ken'ichi Matsuyama,1985,
